dist_lgd,n_months,n_raw_surges,n_raw_dips,sign_flip_rate,surge_artefact_rate,dip_artefact_rate,surge_artefact_among_surges,dip_artefact_among_dips,method,n_complete,med_total
84,52,13,14,0.3269230769230769,0.1346153846153846,0.17307692307692307,0.5384615384615384,0.6428571428571429,STL,52,416
85,52,11,12,0.40384615384615385,0.17307692307692307,0.1346153846153846,0.8181818181818182,0.5833333333333334,STL,52,1089
86,52,15,12,0.40384615384615385,0.17307692307692307,0.15384615384615385,0.6,0.6666666666666666,STL,52,539.5
87,52,11,10,0.34615384615384615,0.17307692307692307,0.1346153846153846,0.8181818181818182,0.7,STL,52,918
88,52,16,16,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.5,0.375,STL,52,382.5
89,52,13,11,0.34615384615384615,0.15384615384615385,0.15384615384615385,0.6153846153846154,0.7272727272727273,STL,52,201
90,52,15,14,0.25,0.07692307692307693,0.11538461538461539,0.26666666666666666,0.42857142857142855,STL,52,174.5
91,52,16,14,0.25,0.19230769230769232,0.15384615384615385,0.625,0.5714285714285714,STL,52,449
92,52,13,13,0.3076923076923077,0.11538461538461539,0.17307692307692307,0.46153846153846156,0.6923076923076923,STL,52,514.5
93,52,15,13,0.3269230769230769,0.17307692307692307,0.17307692307692307,0.6,0.6923076923076923,STL,52,480
94,52,16,15,0.15384615384615385,0.11538461538461539,0.09615384615384616,0.375,0.3333333333333333,STL,52,235
95,52,15,13,0.2692307692307692,0.11538461538461539,0.09615384615384616,0.4,0.38461538461538464,STL,52,248
96,52,13,15,0.2692307692307692,0.17307692307692307,0.19230769230769232,0.6923076923076923,0.6666666666666666,STL,52,211.5
97,52,18,13,0.36538461538461536,0.21153846153846154,0.15384615384615385,0.6111111111111112,0.6153846153846154,STL,52,235.5
98,52,12,14,0.36538461538461536,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.5714285714285714,STL,52,306.5
99,52,15,15,0.38461538461538464,0.17307692307692307,0.17307692307692307,0.6,0.6,STL,52,321.5
100,52,14,11,0.36538461538461536,0.1346153846153846,0.1346153846153846,0.5,0.6363636363636364,STL,52,409
101,52,13,14,0.36538461538461536,0.1346153846153846,0.1346153846153846,0.5384615384615384,0.5,STL,52,346
102,52,14,8,0.36538461538461536,0.21153846153846154,0.07692307692307693,0.7857142857142857,0.5,STL,52,2066.5
103,52,19,17,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.3157894736842105,0.23529411764705882,STL,52,39
104,52,13,16,0.17307692307692307,0.057692307692307696,0.11538461538461539,0.23076923076923078,0.375,STL,52,268.5
105,52,14,12,0.25,0.17307692307692307,0.09615384615384616,0.6428571428571429,0.4166666666666667,STL,52,295.5
106,52,17,15,0.25,0.15384615384615385,0.1346153846153846,0.47058823529411764,0.4666666666666667,STL,52,216.5
107,52,11,9,0.28846153846153844,0.15384615384615385,0.057692307692307696,0.7272727272727273,0.3333333333333333,STL,52,678.5
108,52,14,13,0.34615384615384615,0.15384615384615385,0.09615384615384616,0.5714285714285714,0.38461538461538464,STL,52,400
109,52,13,11,0.23076923076923078,0.17307692307692307,0.11538461538461539,0.6923076923076923,0.5454545454545454,STL,52,580.5
110,52,14,13,0.2692307692307692,0.15384615384615385,0.1346153846153846,0.5714285714285714,0.5384615384615384,STL,52,358.5
111,52,18,14,0.28846153846153844,0.23076923076923078,0.17307692307692307,0.6666666666666666,0.6428571428571429,STL,52,264.5
112,52,16,12,0.23076923076923078,0.09615384615384616,0.057692307692307696,0.3125,0.25,STL,52,214.5
113,52,15,11,0.38461538461538464,0.17307692307692307,0.09615384615384616,0.6,0.45454545454545453,STL,52,321
114,52,16,16,0.19230769230769232,0.1346153846153846,0.1346153846153846,0.4375,0.4375,STL,52,443.5
115,52,17,19,0.25,0.15384615384615385,0.17307692307692307,0.47058823529411764,0.47368421052631576,STL,52,191.5
116,52,15,14,0.28846153846153844,0.17307692307692307,0.1346153846153846,0.6,0.5,STL,52,293.5
117,52,13,11,0.2692307692307692,0.11538461538461539,0.17307692307692307,0.46153846153846156,0.8181818181818182,STL,52,858
118,52,11,8,0.4230769230769231,0.15384615384615385,0.11538461538461539,0.7272727272727273,0.75,STL,52,2258.5
119,52,12,10,0.3076923076923077,0.15384615384615385,0.11538461538461539,0.6666666666666666,0.6,STL,52,1550.5
120,52,10,10,0.4423076923076923,0.07692307692307693,0.11538461538461539,0.4,0.6,STL,52,1646
121,52,12,11,0.28846153846153844,0.17307692307692307,0.17307692307692307,0.75,0.8181818181818182,STL,52,387
122,52,12,11,0.3076923076923077,0.1346153846153846,0.11538461538461539,0.5833333333333334,0.5454545454545454,STL,52,253
123,52,9,4,0.40384615384615385,0.09615384615384616,0.038461538461538464,0.5555555555555556,0.5,STL,52,806
124,52,17,16,0.3269230769230769,0.1346153846153846,0.17307692307692307,0.4117647058823529,0.5625,STL,52,271
125,52,11,9,0.4807692307692308,0.1346153846153846,0.057692307692307696,0.6363636363636364,0.3333333333333333,STL,52,768
126,52,8,5,0.36538461538461536,0.11538461538461539,0.038461538461538464,0.75,0.4,STL,52,548.5
127,52,13,15,0.38461538461538464,0.07692307692307693,0.1346153846153846,0.3076923076923077,0.4666666666666667,STL,52,260.5
128,52,14,10,0.34615384615384615,0.17307692307692307,0.09615384615384616,0.6428571428571429,0.5,STL,52,418.5
129,52,9,5,0.4230769230769231,0.09615384615384616,0.057692307692307696,0.5555555555555556,0.6,STL,52,735.5
130,52,10,7,0.4230769230769231,0.17307692307692307,0.11538461538461539,0.9,0.8571428571428571,STL,52,1858
131,52,13,13,0.34615384615384615,0.17307692307692307,0.1346153846153846,0.6923076923076923,0.5384615384615384,STL,52,593
132,52,10,11,0.4423076923076923,0.07692307692307693,0.1346153846153846,0.4,0.6363636363636364,STL,52,940
133,52,16,11,0.4423076923076923,0.25,0.15384615384615385,0.8125,0.7272727272727273,STL,52,533
134,52,12,10,0.36538461538461536,0.11538461538461539,0.11538461538461539,0.5,0.6,STL,52,944
135,52,8,8,0.36538461538461536,0.057692307692307696,0.07692307692307693,0.375,0.5,STL,52,329
136,52,17,16,0.21153846153846154,0.07692307692307693,0.15384615384615385,0.23529411764705882,0.5,STL,52,221
137,52,8,3,0.40384615384615385,0.09615384615384616,0,0.625,0,STL,52,487
138,52,13,12,0.2692307692307692,0.1346153846153846,0.1346153846153846,0.5384615384615384,0.5833333333333334,STL,52,572
139,52,18,15,0.3269230769230769,0.19230769230769232,0.15384615384615385,0.5555555555555556,0.5333333333333333,STL,52,440.5
140,52,10,7,0.3076923076923077,0.09615384615384616,0.019230769230769232,0.5,0.14285714285714285,STL,52,672.5
141,52,15,12,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.5333333333333333,0.6666666666666666,STL,52,387.5
142,52,7,5,0.21153846153846154,0.057692307692307696,0.019230769230769232,0.42857142857142855,0.2,STL,52,591
143,52,11,10,0.4423076923076923,0.1346153846153846,0.09615384615384616,0.6363636363636364,0.5,STL,52,704.5
144,52,13,8,0.40384615384615385,0.17307692307692307,0.09615384615384616,0.6923076923076923,0.625,STL,52,954
145,52,7,5,0.36538461538461536,0.07692307692307693,0.057692307692307696,0.5714285714285714,0.6,STL,52,1581
146,52,11,10,0.3076923076923077,0.07692307692307693,0.09615384615384616,0.36363636363636365,0.5,STL,52,366.5
147,52,14,10,0.38461538461538464,0.15384615384615385,0.09615384615384616,0.5714285714285714,0.5,STL,52,883
148,52,9,8,0.46153846153846156,0.057692307692307696,0.09615384615384616,0.3333333333333333,0.625,STL,52,1326.5
149,52,11,13,0.19230769230769232,0.057692307692307696,0.09615384615384616,0.2727272727272727,0.38461538461538464,STL,52,255.5
150,52,10,8,0.4230769230769231,0.09615384615384616,0.09615384615384616,0.5,0.625,STL,52,1097.5
151,52,15,14,0.3269230769230769,0.15384615384615385,0.1346153846153846,0.5333333333333333,0.5,STL,52,373.5
152,52,11,10,0.3076923076923077,0.1346153846153846,0.09615384615384616,0.6363636363636364,0.5,STL,52,916.5
153,52,10,11,0.34615384615384615,0.11538461538461539,0.17307692307692307,0.6,0.8181818181818182,STL,52,749
154,52,14,14,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.5714285714285714,0.42857142857142855,STL,52,349
155,52,15,17,0.4230769230769231,0.15384615384615385,0.23076923076923078,0.5333333333333333,0.7058823529411765,STL,52,274.5
156,52,14,6,0.3076923076923077,0.17307692307692307,0.057692307692307696,0.6428571428571429,0.5,STL,52,317.5
157,52,11,7,0.4423076923076923,0.17307692307692307,0.11538461538461539,0.8181818181818182,0.8571428571428571,STL,52,2073.5
158,52,18,17,0.25,0.17307692307692307,0.15384615384615385,0.5,0.47058823529411764,STL,52,299
159,52,11,8,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.7272727272727273,0.5,STL,52,945
160,52,14,13,0.36538461538461536,0.11538461538461539,0.09615384615384616,0.42857142857142855,0.38461538461538464,STL,52,535
161,52,13,11,0.3076923076923077,0.1346153846153846,0.07692307692307693,0.5384615384615384,0.36363636363636365,STL,52,349.5
162,52,12,7,0.4807692307692308,0.19230769230769232,0.09615384615384616,0.8333333333333334,0.7142857142857143,STL,52,2431.5
163,52,16,15,0.23076923076923078,0.11538461538461539,0.21153846153846154,0.375,0.7333333333333333,STL,52,381.5
164,52,10,10,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.6,0.6,STL,52,417.5
165,52,18,16,0.23076923076923078,0.17307692307692307,0.15384615384615385,0.5,0.5,STL,52,189
166,52,16,13,0.40384615384615385,0.19230769230769232,0.15384615384615385,0.625,0.6153846153846154,STL,52,337
167,52,14,13,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.7142857142857143,0.6153846153846154,STL,52,1337.5
168,52,14,10,0.36538461538461536,0.15384615384615385,0.07692307692307693,0.5714285714285714,0.4,STL,52,364
169,52,8,9,0.4230769230769231,0.09615384615384616,0.1346153846153846,0.625,0.7777777777777778,STL,52,1409
170,52,8,8,0.38461538461538464,0.09615384615384616,0.09615384615384616,0.625,0.625,STL,52,484.5
171,52,13,10,0.40384615384615385,0.19230769230769232,0.15384615384615385,0.7692307692307693,0.8,STL,52,1226.5
172,52,10,11,0.34615384615384615,0.1346153846153846,0.1346153846153846,0.7,0.6363636363636364,STL,52,761.5
173,52,12,13,0.4423076923076923,0.11538461538461539,0.17307692307692307,0.5,0.6923076923076923,STL,52,399
174,52,3,6,0.4423076923076923,0.019230769230769232,0.057692307692307696,0.3333333333333333,0.5,STL,52,530.5
175,52,10,10,0.3269230769230769,0.07692307692307693,0.11538461538461539,0.4,0.6,STL,52,605
176,52,10,7,0.36538461538461536,0.11538461538461539,0.09615384615384616,0.6,0.7142857142857143,STL,52,767
177,52,8,5,0.38461538461538464,0.1346153846153846,0.057692307692307696,0.875,0.6,STL,52,1076
178,52,15,13,0.28846153846153844,0.15384615384615385,0.15384615384615385,0.5333333333333333,0.6153846153846154,STL,52,293
179,52,13,13,0.2692307692307692,0.07692307692307693,0.11538461538461539,0.3076923076923077,0.46153846153846156,STL,52,203
180,52,12,9,0.38461538461538464,0.17307692307692307,0.07692307692307693,0.75,0.4444444444444444,STL,52,887.5
181,52,15,12,0.3269230769230769,0.1346153846153846,0.09615384615384616,0.4666666666666667,0.4166666666666667,STL,52,188.5
182,52,16,14,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.5,0.5714285714285714,STL,52,342.5
183,52,12,12,0.40384615384615385,0.15384615384615385,0.1346153846153846,0.6666666666666666,0.5833333333333334,STL,52,1279
184,52,13,8,0.34615384615384615,0.17307692307692307,0.11538461538461539,0.6923076923076923,0.75,STL,52,339.5
185,52,13,13,0.34615384615384615,0.19230769230769232,0.15384615384615385,0.7692307692307693,0.6153846153846154,STL,52,339.5
186,52,15,9,0.25,0.15384615384615385,0.1346153846153846,0.5333333333333333,0.7777777777777778,STL,52,516.5
187,52,9,8,0.4807692307692308,0.07692307692307693,0.09615384615384616,0.4444444444444444,0.625,STL,52,1439
188,52,14,12,0.34615384615384615,0.1346153846153846,0.09615384615384616,0.5,0.4166666666666667,STL,52,243
189,52,18,11,0.28846153846153844,0.19230769230769232,0.11538461538461539,0.5555555555555556,0.5454545454545454,STL,52,212.5
190,52,13,14,0.34615384615384615,0.15384615384615385,0.17307692307692307,0.6153846153846154,0.6428571428571429,STL,52,157.5
191,52,12,9,0.36538461538461536,0.17307692307692307,0.07692307692307693,0.75,0.4444444444444444,STL,52,615.5
192,52,12,9,0.3076923076923077,0.15384615384615385,0.11538461538461539,0.6666666666666666,0.6666666666666666,STL,52,649
193,52,10,4,0.34615384615384615,0.1346153846153846,0.057692307692307696,0.7,0.75,STL,52,417.5
194,52,14,9,0.34615384615384615,0.1346153846153846,0.07692307692307693,0.5,0.4444444444444444,STL,52,353.5
195,52,15,9,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.4444444444444444,STL,52,974.5
196,52,13,11,0.38461538461538464,0.1346153846153846,0.1346153846153846,0.5384615384615384,0.6363636363636364,STL,52,803.5
197,52,11,8,0.40384615384615385,0.1346153846153846,0.09615384615384616,0.6363636363636364,0.625,STL,52,471.5
198,52,13,15,0.25,0.038461538461538464,0.11538461538461539,0.15384615384615385,0.4,STL,52,80.5
199,52,21,13,0.36538461538461536,0.25,0.19230769230769232,0.6190476190476191,0.7692307692307693,STL,52,93.5
200,52,13,11,0.34615384615384615,0.1346153846153846,0.11538461538461539,0.5384615384615384,0.5454545454545454,STL,52,182
201,52,5,3,0.36538461538461536,0.07692307692307693,0.019230769230769232,0.8,0.3333333333333333,STL,52,561
202,52,17,14,0.25,0.15384615384615385,0.11538461538461539,0.47058823529411764,0.42857142857142855,STL,52,129
203,52,17,11,0.25,0.11538461538461539,0.057692307692307696,0.35294117647058826,0.2727272727272727,STL,52,121
204,52,14,14,0.2692307692307692,0.07692307692307693,0.1346153846153846,0.2857142857142857,0.5,STL,52,80.5
205,52,19,13,0.21153846153846154,0.21153846153846154,0.11538461538461539,0.5789473684210527,0.46153846153846156,STL,52,143
206,52,16,10,0.25,0.09615384615384616,0.019230769230769232,0.3125,0.1,STL,52,602.5
207,52,10,9,0.40384615384615385,0.11538461538461539,0.09615384615384616,0.6,0.5555555555555556,STL,52,292
208,52,16,7,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.5,0.5714285714285714,STL,52,796
209,52,11,8,0.28846153846153844,0.11538461538461539,0.057692307692307696,0.5454545454545454,0.375,STL,52,342
210,52,12,13,0.38461538461538464,0.11538461538461539,0.15384615384615385,0.5,0.6153846153846154,STL,52,159
211,52,11,10,0.3269230769230769,0.11538461538461539,0.09615384615384616,0.5454545454545454,0.5,STL,52,577
212,52,9,10,0.38461538461538464,0.11538461538461539,0.11538461538461539,0.6666666666666666,0.6,STL,52,2086
213,52,17,10,0.28846153846153844,0.057692307692307696,0.09615384615384616,0.17647058823529413,0.5,STL,52,701
214,52,17,12,0.36538461538461536,0.21153846153846154,0.19230769230769232,0.6470588235294118,0.8333333333333334,STL,52,493
215,52,15,8,0.28846153846153844,0.1346153846153846,0.038461538461538464,0.4666666666666667,0.25,STL,52,343.5
216,52,8,4,0.34615384615384615,0.09615384615384616,0.057692307692307696,0.625,0.75,STL,52,375
217,52,10,7,0.38461538461538464,0.1346153846153846,0.11538461538461539,0.7,0.8571428571428571,STL,52,793
218,52,12,14,0.34615384615384615,0.11538461538461539,0.17307692307692307,0.5,0.6428571428571429,STL,52,419
219,52,17,12,0.3269230769230769,0.15384615384615385,0.17307692307692307,0.47058823529411764,0.75,STL,52,84
220,52,15,13,0.28846153846153844,0.11538461538461539,0.1346153846153846,0.4,0.5384615384615384,STL,52,66
221,52,16,11,0.17307692307692307,0.15384615384615385,0.057692307692307696,0.5,0.2727272727272727,STL,52,553.5
222,52,9,6,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.6666666666666666,0.6666666666666666,STL,52,538
223,52,16,12,0.21153846153846154,0.15384615384615385,0.11538461538461539,0.5,0.5,STL,52,160.5
224,52,8,4,0.40384615384615385,0.07692307692307693,0.019230769230769232,0.5,0.25,STL,52,591.5
225,52,21,16,0.17307692307692307,0.11538461538461539,0.07692307692307693,0.2857142857142857,0.25,STL,52,59
226,47,16,22,0.2978723404255319,0.02127659574468085,0.0851063829787234,0.0625,0.18181818181818182,simple,52,2
227,52,20,21,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.2,0.2857142857142857,STL,52,18
228,52,27,20,0.3076923076923077,0.23076923076923078,0.09615384615384616,0.4444444444444444,0.25,STL,52,8
229,52,19,24,0.28846153846153844,0.09615384615384616,0.17307692307692307,0.2631578947368421,0.375,STL,52,10
230,1,0,0,1,0,0,NA,NA,simple,43,0
231,52,22,24,0.19230769230769232,0.09615384615384616,0.057692307692307696,0.22727272727272727,0.125,STL,52,6
232,52,22,23,0.28846153846153844,0.11538461538461539,0.17307692307692307,0.2727272727272727,0.391304347826087,STL,52,14.5
233,23,3,12,0.391304347826087,0,0.043478260869565216,0,0.08333333333333333,simple,45,1
234,52,27,22,0.28846153846153844,0.2692307692307692,0.1346153846153846,0.5185185185185185,0.3181818181818182,STL,52,6
235,52,21,19,0.28846153846153844,0.07692307692307693,0.09615384615384616,0.19047619047619047,0.2631578947368421,STL,52,6
236,51,22,23,0.17647058823529413,0.058823529411764705,0.09803921568627451,0.13636363636363635,0.21739130434782608,STL,52,5
237,52,14,16,0.21153846153846154,0.11538461538461539,0.19230769230769232,0.42857142857142855,0.625,STL,52,115.5
238,46,17,20,0.32608695652173914,0.06521739130434782,0.06521739130434782,0.17647058823529413,0.15,simple,52,2
239,52,23,22,0.28846153846153844,0.19230769230769232,0.09615384615384616,0.43478260869565216,0.22727272727272727,STL,52,6
240,50,20,23,0.16,0.02,0,0.05,0,simple,52,3
241,52,21,22,0.36538461538461536,0.17307692307692307,0.1346153846153846,0.42857142857142855,0.3181818181818182,STL,52,5
242,52,24,23,0.28846153846153844,0.1346153846153846,0.07692307692307693,0.2916666666666667,0.17391304347826086,STL,52,5
243,52,26,21,0.21153846153846154,0.1346153846153846,0.07692307692307693,0.2692307692307692,0.19047619047619047,STL,52,8.5
244,52,16,21,0.3269230769230769,0.19230769230769232,0.17307692307692307,0.625,0.42857142857142855,STL,52,133
245,52,19,20,0.28846153846153844,0.1346153846153846,0.17307692307692307,0.3684210526315789,0.45,STL,52,46
246,52,20,22,0.23076923076923078,0.11538461538461539,0.17307692307692307,0.3,0.4090909090909091,STL,52,21
247,52,19,18,0.17307692307692307,0.15384615384615385,0.038461538461538464,0.42105263157894735,0.1111111111111111,STL,52,44
248,52,23,20,0.3269230769230769,0.15384615384615385,0.11538461538461539,0.34782608695652173,0.3,STL,52,8
249,52,22,21,0.23076923076923078,0.11538461538461539,0.19230769230769232,0.2727272727272727,0.47619047619047616,STL,52,18.5
250,52,23,24,0.11538461538461539,0.1346153846153846,0.07692307692307693,0.30434782608695654,0.16666666666666666,STL,52,8
251,52,23,24,0.21153846153846154,0.09615384615384616,0.09615384615384616,0.21739130434782608,0.20833333333333334,STL,52,5
252,52,24,22,0.28846153846153844,0.11538461538461539,0.09615384615384616,0.25,0.22727272727272727,simple,52,4
253,48,14,25,0.4166666666666667,0.0625,0.20833333333333334,0.21428571428571427,0.4,simple,52,4
254,52,20,18,0.23076923076923078,0.11538461538461539,0.15384615384615385,0.3,0.4444444444444444,STL,52,26
255,52,17,17,0.3076923076923077,0.15384615384615385,0.1346153846153846,0.47058823529411764,0.4117647058823529,STL,52,58
256,52,15,16,0.28846153846153844,0.07692307692307693,0.09615384615384616,0.26666666666666666,0.3125,STL,52,68
257,52,17,20,0.2692307692307692,0.07692307692307693,0.17307692307692307,0.23529411764705882,0.45,STL,52,14.5
258,37,8,21,0.35135135135135137,0.02702702702702703,0.10810810810810811,0.125,0.19047619047619047,simple,52,1
259,52,21,22,0.23076923076923078,0.07692307692307693,0.057692307692307696,0.19047619047619047,0.13636363636363635,simple,52,4
260,52,20,26,0.28846153846153844,0.09615384615384616,0.15384615384615385,0.25,0.3076923076923077,STL,52,5
261,52,19,19,0.3076923076923077,0.19230769230769232,0.23076923076923078,0.5263157894736842,0.631578947368421,STL,52,129.5
262,52,21,25,0.2692307692307692,0.09615384615384616,0.17307692307692307,0.23809523809523808,0.36,STL,52,7
263,52,22,23,0.2692307692307692,0.15384615384615385,0.1346153846153846,0.36363636363636365,0.30434782608695654,STL,52,10
264,52,21,28,0.2692307692307692,0.1346153846153846,0.19230769230769232,0.3333333333333333,0.35714285714285715,STL,52,7
265,52,19,23,0.3269230769230769,0.11538461538461539,0.17307692307692307,0.3157894736842105,0.391304347826087,STL,52,11
266,48,19,22,0.3333333333333333,0.125,0.0625,0.3157894736842105,0.13636363636363635,simple,52,2
267,52,22,23,0.17307692307692307,0.07692307692307693,0.057692307692307696,0.18181818181818182,0.13043478260869565,STL,52,10
268,51,23,21,0.2549019607843137,0.09803921568627451,0.058823529411764705,0.21739130434782608,0.14285714285714285,simple,52,4
269,52,20,21,0.4423076923076923,0.17307692307692307,0.17307692307692307,0.45,0.42857142857142855,STL,52,21
270,52,18,17,0.23076923076923078,0.11538461538461539,0.057692307692307696,0.3333333333333333,0.17647058823529413,STL,52,26.5
271,52,20,19,0.34615384615384615,0.19230769230769232,0.1346153846153846,0.5,0.3684210526315789,STL,52,20.5
272,52,17,16,0.3269230769230769,0.21153846153846154,0.11538461538461539,0.6470588235294118,0.375,STL,52,133
273,52,16,23,0.25,0.019230769230769232,0.11538461538461539,0.0625,0.2608695652173913,STL,52,12
274,52,12,14,0.4423076923076923,0.09615384615384616,0.15384615384615385,0.4166666666666667,0.5714285714285714,STL,52,184.5
275,52,19,19,0.36538461538461536,0.23076923076923078,0.21153846153846154,0.631578947368421,0.5789473684210527,STL,52,52
276,52,20,20,0.23076923076923078,0.11538461538461539,0.11538461538461539,0.3,0.3,STL,52,23
277,52,20,23,0.23076923076923078,0.09615384615384616,0.07692307692307693,0.25,0.17391304347826086,STL,52,9
278,52,17,17,0.25,0.09615384615384616,0.07692307692307693,0.29411764705882354,0.23529411764705882,STL,52,57.5
279,52,21,22,0.2692307692307692,0.11538461538461539,0.11538461538461539,0.2857142857142857,0.2727272727272727,STL,52,19.5
280,52,14,13,0.21153846153846154,0.11538461538461539,0.11538461538461539,0.42857142857142855,0.46153846153846156,STL,52,124.5
281,52,18,21,0.25,0.09615384615384616,0.15384615384615385,0.2777777777777778,0.38095238095238093,STL,52,18
282,52,14,13,0.28846153846153844,0.19230769230769232,0.1346153846153846,0.7142857142857143,0.5384615384615384,STL,52,240.5
283,52,18,19,0.21153846153846154,0.17307692307692307,0.17307692307692307,0.5,0.47368421052631576,STL,52,51.5
284,52,16,15,0.3269230769230769,0.07692307692307693,0.09615384615384616,0.25,0.3333333333333333,STL,52,71
285,52,15,15,0.4423076923076923,0.1346153846153846,0.1346153846153846,0.4666666666666667,0.4666666666666667,STL,52,176.5
286,52,13,11,0.3269230769230769,0.15384615384615385,0.11538461538461539,0.6153846153846154,0.5454545454545454,STL,52,368
287,52,13,9,0.28846153846153844,0.15384615384615385,0.07692307692307693,0.6153846153846154,0.4444444444444444,STL,52,141
288,52,16,15,0.36538461538461536,0.17307692307692307,0.15384615384615385,0.5625,0.5333333333333333,STL,52,142
289,52,18,19,0.15384615384615385,0.1346153846153846,0.038461538461538464,0.3888888888888889,0.10526315789473684,STL,52,34.5
290,52,13,14,0.25,0.11538461538461539,0.1346153846153846,0.46153846153846156,0.5,STL,52,177
291,52,16,16,0.2692307692307692,0.09615384615384616,0.1346153846153846,0.3125,0.4375,STL,52,86
292,52,15,14,0.28846153846153844,0.15384615384615385,0.09615384615384616,0.5333333333333333,0.35714285714285715,STL,52,88
293,52,19,20,0.28846153846153844,0.19230769230769232,0.21153846153846154,0.5263157894736842,0.55,STL,52,84
294,52,17,14,0.3076923076923077,0.17307692307692307,0.1346153846153846,0.5294117647058824,0.5,STL,52,174
295,52,16,15,0.23076923076923078,0.11538461538461539,0.11538461538461539,0.375,0.4,STL,52,92.5
296,52,14,17,0.28846153846153844,0.1346153846153846,0.15384615384615385,0.5,0.47058823529411764,STL,52,88.5
297,52,15,14,0.34615384615384615,0.17307692307692307,0.1346153846153846,0.6,0.5,STL,52,247
298,52,21,20,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.38095238095238093,0.2,STL,52,67
299,52,18,22,0.17307692307692307,0.057692307692307696,0.15384615384615385,0.16666666666666666,0.36363636363636365,STL,52,41.5
300,52,19,17,0.19230769230769232,0.19230769230769232,0.1346153846153846,0.5263157894736842,0.4117647058823529,STL,52,78.5
301,52,11,8,0.28846153846153844,0.1346153846153846,0.09615384615384616,0.6363636363636364,0.625,STL,52,211.5
302,52,12,15,0.40384615384615385,0.09615384615384616,0.17307692307692307,0.4166666666666667,0.6,STL,52,287
303,52,12,6,0.40384615384615385,0.17307692307692307,0.09615384615384616,0.75,0.8333333333333334,STL,52,623.5
304,52,12,9,0.38461538461538464,0.19230769230769232,0.15384615384615385,0.8333333333333334,0.8888888888888888,STL,52,391
305,52,13,12,0.2692307692307692,0.15384615384615385,0.09615384615384616,0.6153846153846154,0.4166666666666667,STL,52,318.5
306,52,13,6,0.34615384615384615,0.21153846153846154,0.07692307692307693,0.8461538461538461,0.6666666666666666,STL,52,507
307,52,8,9,0.38461538461538464,0.11538461538461539,0.057692307692307696,0.75,0.3333333333333333,STL,52,363.5
308,52,14,13,0.28846153846153844,0.17307692307692307,0.17307692307692307,0.6428571428571429,0.6923076923076923,STL,52,179.5
309,52,13,9,0.21153846153846154,0.21153846153846154,0.09615384615384616,0.8461538461538461,0.5555555555555556,STL,52,350.5
310,52,16,16,0.34615384615384615,0.21153846153846154,0.15384615384615385,0.6875,0.5,STL,52,211
311,52,14,11,0.36538461538461536,0.17307692307692307,0.11538461538461539,0.6428571428571429,0.5454545454545454,STL,52,258.5
312,52,9,10,0.36538461538461536,0.11538461538461539,0.057692307692307696,0.6666666666666666,0.3,STL,52,407.5
313,52,11,9,0.4230769230769231,0.19230769230769232,0.1346153846153846,0.9090909090909091,0.7777777777777778,STL,52,337.5
314,52,16,14,0.34615384615384615,0.15384615384615385,0.19230769230769232,0.5,0.7142857142857143,STL,52,224.5
315,52,10,9,0.5576923076923077,0.19230769230769232,0.11538461538461539,1,0.6666666666666666,STL,52,1065
316,52,12,7,0.3269230769230769,0.19230769230769232,0.09615384615384616,0.8333333333333334,0.7142857142857143,STL,52,465.5
317,52,16,12,0.34615384615384615,0.17307692307692307,0.07692307692307693,0.5625,0.3333333333333333,STL,52,173
318,52,13,13,0.28846153846153844,0.19230769230769232,0.19230769230769232,0.7692307692307693,0.7692307692307693,STL,52,357
319,52,12,11,0.4423076923076923,0.17307692307692307,0.17307692307692307,0.75,0.8181818181818182,STL,52,650.5
320,52,13,10,0.25,0.21153846153846154,0.11538461538461539,0.8461538461538461,0.6,STL,52,293.5
321,52,14,13,0.34615384615384615,0.19230769230769232,0.17307692307692307,0.7142857142857143,0.6923076923076923,STL,52,239
322,52,11,11,0.3076923076923077,0.09615384615384616,0.019230769230769232,0.45454545454545453,0.09090909090909091,STL,52,304
323,52,16,16,0.23076923076923078,0.057692307692307696,0.07692307692307693,0.1875,0.25,STL,52,103.5
324,52,13,14,0.19230769230769232,0.07692307692307693,0.09615384615384616,0.3076923076923077,0.35714285714285715,STL,52,236.5
325,52,12,11,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.5,0.36363636363636365,STL,52,306.5
326,52,17,17,0.28846153846153844,0.21153846153846154,0.17307692307692307,0.6470588235294118,0.5294117647058824,STL,52,282.5
327,52,8,7,0.34615384615384615,0.057692307692307696,0.07692307692307693,0.375,0.5714285714285714,STL,52,516.5
