dist_lgd,n_months,n_raw_surges,n_raw_dips,sign_flip_rate,surge_artefact_rate,dip_artefact_rate,surge_artefact_among_surges,dip_artefact_among_dips,method,n_complete,med_total
592,52,9,10,0.38461538461538464,0.09615384615384616,0.11538461538461539,0.5555555555555556,0.6,STL,52,204.5
593,52,16,12,0.34615384615384615,0.23076923076923078,0.1346153846153846,0.75,0.5833333333333334,STL,52,145
594,52,8,14,0.2692307692307692,0.07692307692307693,0.07692307692307693,0.5,0.2857142857142857,STL,52,172
595,52,9,11,0.3269230769230769,0.07692307692307693,0.09615384615384616,0.4444444444444444,0.45454545454545453,STL,52,282.5
596,52,10,10,0.38461538461538464,0.057692307692307696,0.057692307692307696,0.3,0.3,STL,52,163.5
597,52,13,12,0.34615384615384615,0.19230769230769232,0.11538461538461539,0.7692307692307693,0.5,STL,52,246.5
598,52,19,22,0.23076923076923078,0.1346153846153846,0.15384615384615385,0.3684210526315789,0.36363636363636365,STL,52,15.5
599,42,16,19,0.3333333333333333,0.11904761904761904,0.07142857142857142,0.3125,0.15789473684210525,simple,52,2
600,52,13,12,0.40384615384615385,0.15384615384615385,0.11538461538461539,0.6153846153846154,0.5,STL,52,268
601,40,12,24,0.225,0.15,0.1,0.5,0.16666666666666666,simple,52,1
602,52,17,21,0.21153846153846154,0.09615384615384616,0.21153846153846154,0.29411764705882354,0.5238095238095238,STL,52,33
603,52,24,23,0.25,0.1346153846153846,0.11538461538461539,0.2916666666666667,0.2608695652173913,STL,52,6
604,52,15,14,0.3076923076923077,0.19230769230769232,0.1346153846153846,0.6666666666666666,0.5,STL,52,376.5
605,52,19,13,0.34615384615384615,0.21153846153846154,0.21153846153846154,0.5789473684210527,0.8461538461538461,STL,52,61
606,52,17,16,0.3076923076923077,0.19230769230769232,0.17307692307692307,0.5882352941176471,0.5625,STL,52,56
607,52,22,21,0.36538461538461536,0.23076923076923078,0.23076923076923078,0.5454545454545454,0.5714285714285714,STL,52,110
608,52,15,14,0.3269230769230769,0.11538461538461539,0.09615384615384616,0.4,0.35714285714285715,STL,52,194
609,52,16,15,0.3076923076923077,0.19230769230769232,0.07692307692307693,0.625,0.26666666666666666,STL,52,92.5
610,52,15,14,0.15384615384615385,0.09615384615384616,0.11538461538461539,0.3333333333333333,0.42857142857142855,STL,52,90.5
611,52,16,18,0.2692307692307692,0.057692307692307696,0.09615384615384616,0.1875,0.2777777777777778,STL,52,60
612,52,16,18,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.5,0.3333333333333333,STL,52,118.5
613,52,24,25,0.19230769230769232,0.11538461538461539,0.1346153846153846,0.25,0.28,STL,52,9
614,51,25,22,0.17647058823529413,0.09803921568627451,0.0392156862745098,0.2,0.09090909090909091,STL,52,5
615,48,18,20,0.22916666666666666,0.020833333333333332,0,0.05555555555555555,0,simple,52,3.5
616,52,18,17,0.3269230769230769,0.21153846153846154,0.21153846153846154,0.6111111111111112,0.6470588235294118,STL,52,65
617,52,16,13,0.21153846153846154,0.15384615384615385,0.038461538461538464,0.5,0.15384615384615385,STL,52,94
618,52,16,12,0.36538461538461536,0.23076923076923078,0.11538461538461539,0.75,0.5,STL,52,412.5
619,52,20,13,0.28846153846153844,0.19230769230769232,0.11538461538461539,0.5,0.46153846153846156,STL,52,205
620,52,21,20,0.23076923076923078,0.1346153846153846,0.09615384615384616,0.3333333333333333,0.25,STL,52,23
621,52,22,18,0.3269230769230769,0.15384615384615385,0.07692307692307693,0.36363636363636365,0.2222222222222222,STL,52,21
622,52,22,21,0.25,0.09615384615384616,0.11538461538461539,0.22727272727272727,0.2857142857142857,STL,52,12.5
623,52,22,27,0.19230769230769232,0.09615384615384616,0.11538461538461539,0.22727272727272727,0.2222222222222222,STL,52,5
624,52,21,21,0.28846153846153844,0.17307692307692307,0.17307692307692307,0.42857142857142855,0.42857142857142855,STL,52,22
625,32,5,16,0.40625,0,0.09375,0,0.1875,simple,51,1
627,52,17,24,0.25,0.019230769230769232,0.11538461538461539,0.058823529411764705,0.25,STL,52,18
628,11,1,7,0.45454545454545453,0,0.18181818181818182,0,0.2857142857142857,simple,47,0
629,52,14,17,0.2692307692307692,0.17307692307692307,0.15384615384615385,0.6428571428571429,0.47058823529411764,STL,52,141
630,52,15,15,0.25,0.11538461538461539,0.09615384615384616,0.4,0.3333333333333333,STL,52,131.5
631,52,14,15,0.38461538461538464,0.07692307692307693,0.1346153846153846,0.2857142857142857,0.4666666666666667,STL,52,65
632,49,22,22,0.2653061224489796,0.10204081632653061,0.12244897959183673,0.22727272727272727,0.2727272727272727,simple,52,3
633,52,15,19,0.17307692307692307,0.038461538461538464,0.19230769230769232,0.13333333333333333,0.5263157894736842,STL,52,366
634,52,7,8,0.36538461538461536,0.09615384615384616,0.07692307692307693,0.7142857142857143,0.5,STL,52,199.5
635,52,15,13,0.3269230769230769,0.09615384615384616,0.057692307692307696,0.3333333333333333,0.23076923076923078,STL,52,172
636,52,23,23,0.15384615384615385,0.1346153846153846,0.11538461538461539,0.30434782608695654,0.2608695652173913,STL,52,34.5
637,52,18,20,0.17307692307692307,0.019230769230769232,0.09615384615384616,0.05555555555555555,0.25,STL,52,24
638,52,13,19,0.34615384615384615,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.631578947368421,STL,52,156.5
639,52,18,16,0.25,0.15384615384615385,0.11538461538461539,0.4444444444444444,0.375,STL,52,109
640,52,14,12,0.2692307692307692,0.17307692307692307,0.15384615384615385,0.6428571428571429,0.6666666666666666,STL,52,287.5
641,52,17,11,0.25,0.19230769230769232,0.038461538461538464,0.5882352941176471,0.18181818181818182,STL,52,102.5
642,52,19,15,0.23076923076923078,0.057692307692307696,0.09615384615384616,0.15789473684210525,0.3333333333333333,STL,52,43.5
643,52,17,17,0.19230769230769232,0.057692307692307696,0.057692307692307696,0.17647058823529413,0.17647058823529413,STL,52,49
644,52,19,18,0.3076923076923077,0.1346153846153846,0.11538461538461539,0.3684210526315789,0.3333333333333333,STL,52,88.5
645,52,16,16,0.36538461538461536,0.11538461538461539,0.09615384615384616,0.375,0.3125,STL,52,52.5
646,52,19,18,0.21153846153846154,0.1346153846153846,0.11538461538461539,0.3684210526315789,0.3333333333333333,STL,52,66
647,52,17,22,0.23076923076923078,0.057692307692307696,0.11538461538461539,0.17647058823529413,0.2727272727272727,STL,52,61.5
648,52,20,21,0.23076923076923078,0.1346153846153846,0.1346153846153846,0.35,0.3333333333333333,STL,52,34
649,52,17,19,0.23076923076923078,0.07692307692307693,0.09615384615384616,0.23529411764705882,0.2631578947368421,STL,52,60
650,52,19,18,0.3076923076923077,0.1346153846153846,0.17307692307692307,0.3684210526315789,0.5,STL,52,37.5
651,52,16,15,0.34615384615384615,0.1346153846153846,0.057692307692307696,0.4375,0.2,STL,52,136
652,52,21,21,0.3076923076923077,0.1346153846153846,0.17307692307692307,0.3333333333333333,0.42857142857142855,STL,52,14
653,52,24,21,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.16666666666666666,0.09523809523809523,STL,52,12
654,52,23,22,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.2608695652173913,0.18181818181818182,STL,52,20.5
655,52,23,21,0.3076923076923077,0.21153846153846154,0.15384615384615385,0.4782608695652174,0.38095238095238093,STL,52,16
656,52,22,22,0.2692307692307692,0.057692307692307696,0.11538461538461539,0.13636363636363635,0.2727272727272727,STL,52,7.5
659,52,9,11,0.40384615384615385,0.11538461538461539,0.17307692307692307,0.6666666666666666,0.8181818181818182,STL,52,506.5
660,52,17,18,0.3076923076923077,0.1346153846153846,0.11538461538461539,0.4117647058823529,0.3333333333333333,STL,52,306
661,52,12,11,0.28846153846153844,0.15384615384615385,0.09615384615384616,0.6666666666666666,0.45454545454545453,STL,52,334
662,52,16,16,0.40384615384615385,0.21153846153846154,0.21153846153846154,0.6875,0.6875,STL,52,96
663,52,22,23,0.2692307692307692,0.17307692307692307,0.1346153846153846,0.4090909090909091,0.30434782608695654,STL,52,10.5
664,52,15,17,0.23076923076923078,0.11538461538461539,0.1346153846153846,0.4,0.4117647058823529,STL,52,197
665,52,10,11,0.34615384615384615,0.1346153846153846,0.15384615384615385,0.7,0.7272727272727273,STL,52,580
666,50,22,26,0.18,0.12,0.12,0.2727272727272727,0.23076923076923078,STL,52,5
667,52,15,18,0.2692307692307692,0.1346153846153846,0.11538461538461539,0.4666666666666667,0.3333333333333333,STL,52,104
668,52,14,13,0.3076923076923077,0.17307692307692307,0.07692307692307693,0.6428571428571429,0.3076923076923077,STL,52,149
669,52,13,18,0.23076923076923078,0.1346153846153846,0.1346153846153846,0.5384615384615384,0.3888888888888889,STL,52,242
670,52,17,11,0.34615384615384615,0.21153846153846154,0.1346153846153846,0.6470588235294118,0.6363636363636364,STL,52,656
671,52,14,8,0.4230769230769231,0.17307692307692307,0.09615384615384616,0.6428571428571429,0.625,STL,52,719
672,52,13,10,0.4230769230769231,0.15384615384615385,0.1346153846153846,0.6153846153846154,0.7,STL,52,299.5
673,52,14,12,0.25,0.15384615384615385,0.15384615384615385,0.5714285714285714,0.6666666666666666,STL,52,139.5
674,52,17,18,0.28846153846153844,0.15384615384615385,0.09615384615384616,0.47058823529411764,0.2777777777777778,STL,52,36
675,52,13,19,0.25,0.07692307692307693,0.17307692307692307,0.3076923076923077,0.47368421052631576,STL,52,103
676,52,18,22,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.2777777777777778,0.22727272727272727,STL,52,60.5
678,52,20,20,0.3076923076923077,0.1346153846153846,0.11538461538461539,0.35,0.3,STL,52,12
680,52,12,17,0.25,0.09615384615384616,0.07692307692307693,0.4166666666666667,0.23529411764705882,STL,52,100
681,52,17,20,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.47058823529411764,0.4,STL,52,137
682,52,20,15,0.11538461538461539,0.17307692307692307,0.057692307692307696,0.45,0.2,STL,52,88.5
683,52,19,19,0.15384615384615385,0.11538461538461539,0.09615384615384616,0.3157894736842105,0.2631578947368421,STL,52,82
684,52,18,17,0.36538461538461536,0.15384615384615385,0.15384615384615385,0.4444444444444444,0.47058823529411764,STL,52,103.5
685,52,20,17,0.19230769230769232,0.23076923076923078,0.15384615384615385,0.6,0.47058823529411764,STL,52,117
686,52,14,10,0.2692307692307692,0.057692307692307696,0,0.21428571428571427,0,STL,52,259
687,52,17,24,0.28846153846153844,0.19230769230769232,0.19230769230769232,0.5882352941176471,0.4166666666666667,STL,52,52
688,52,16,18,0.23076923076923078,0.11538461538461539,0.17307692307692307,0.375,0.5,STL,52,110
689,52,18,25,0.3076923076923077,0.07692307692307693,0.21153846153846154,0.2222222222222222,0.44,STL,52,71.5
690,52,19,21,0.19230769230769232,0.09615384615384616,0.07692307692307693,0.2631578947368421,0.19047619047619047,STL,52,43.5
691,52,17,21,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.23529411764705882,0.38095238095238093,STL,52,196
692,52,9,11,0.38461538461538464,0.09615384615384616,0.07692307692307693,0.5555555555555556,0.36363636363636365,STL,52,163.5
693,52,19,24,0.15384615384615385,0.07692307692307693,0.1346153846153846,0.21052631578947367,0.2916666666666667,STL,52,77.5
694,52,16,21,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.25,0.2857142857142857,STL,52,131
695,52,14,19,0.17307692307692307,0.07692307692307693,0.1346153846153846,0.2857142857142857,0.3684210526315789,STL,52,117.5
696,52,15,16,0.3076923076923077,0.19230769230769232,0.09615384615384616,0.6666666666666666,0.3125,STL,52,157
697,52,11,16,0.23076923076923078,0.11538461538461539,0.17307692307692307,0.5454545454545454,0.5625,STL,52,109.5
698,52,9,7,0.2692307692307692,0.057692307692307696,0.057692307692307696,0.3333333333333333,0.42857142857142855,STL,52,145.5
699,52,11,14,0.28846153846153844,0.057692307692307696,0.07692307692307693,0.2727272727272727,0.2857142857142857,STL,52,52.5
700,52,12,11,0.3269230769230769,0.09615384615384616,0.07692307692307693,0.4166666666666667,0.36363636363636365,STL,52,512.5
701,52,15,14,0.34615384615384615,0.15384615384615385,0.11538461538461539,0.5333333333333333,0.42857142857142855,STL,52,66
702,52,20,25,0.28846153846153844,0.15384615384615385,0.23076923076923078,0.4,0.48,STL,52,24.5
703,52,19,17,0.2692307692307692,0.11538461538461539,0.11538461538461539,0.3157894736842105,0.35294117647058826,STL,52,136.5
704,52,12,11,0.3076923076923077,0.17307692307692307,0.1346153846153846,0.75,0.6363636363636364,STL,52,239.5
705,52,15,17,0.3076923076923077,0.09615384615384616,0.15384615384615385,0.3333333333333333,0.47058823529411764,STL,52,104.5
706,52,24,18,0.28846153846153844,0.1346153846153846,0.057692307692307696,0.2916666666666667,0.16666666666666666,STL,52,11
707,52,24,19,0.17307692307692307,0.17307692307692307,0.038461538461538464,0.375,0.10526315789473684,STL,52,24
708,52,19,16,0.25,0.19230769230769232,0.17307692307692307,0.5263157894736842,0.5625,STL,52,69
709,52,21,19,0.11538461538461539,0.1346153846153846,0.07692307692307693,0.3333333333333333,0.21052631578947367,STL,52,63
710,52,22,16,0.3269230769230769,0.19230769230769232,0.07692307692307693,0.45454545454545453,0.25,STL,52,19
711,49,19,20,0.3877551020408163,0.14285714285714285,0.10204081632653061,0.3684210526315789,0.25,simple,52,3
712,52,23,16,0.34615384615384615,0.19230769230769232,0.11538461538461539,0.43478260869565216,0.375,STL,52,8
713,35,14,15,0.42857142857142855,0.17142857142857143,0.11428571428571428,0.42857142857142855,0.26666666666666666,simple,40,3
716,49,17,22,0.2857142857142857,0.061224489795918366,0.12244897959183673,0.17647058823529413,0.2727272727272727,simple,51,3
720,52,21,17,0.23076923076923078,0.057692307692307696,0.057692307692307696,0.14285714285714285,0.17647058823529413,STL,52,39.5
721,52,16,20,0.21153846153846154,0.11538461538461539,0.19230769230769232,0.375,0.5,STL,52,78
722,52,17,18,0.2692307692307692,0.11538461538461539,0.09615384615384616,0.35294117647058826,0.2777777777777778,STL,52,52.5
726,26,6,14,0.23076923076923078,0,0,0,0,simple,51,1
729,52,17,20,0.11538461538461539,0.1346153846153846,0.17307692307692307,0.4117647058823529,0.45,STL,52,72
730,52,11,10,0.40384615384615385,0.17307692307692307,0.17307692307692307,0.8181818181818182,0.9,STL,52,405
731,52,16,21,0.25,0.17307692307692307,0.25,0.5625,0.6190476190476191,STL,52,77.5
732,52,16,16,0.28846153846153844,0.19230769230769232,0.11538461538461539,0.625,0.375,STL,52,52.5
733,52,18,14,0.4230769230769231,0.21153846153846154,0.15384615384615385,0.6111111111111112,0.5714285714285714,STL,52,145
734,52,21,18,0.19230769230769232,0.17307692307692307,0.057692307692307696,0.42857142857142855,0.16666666666666666,STL,52,24
735,39,13,16,0.4358974358974359,0.10256410256410256,0.07692307692307693,0.3076923076923077,0.1875,simple,52,2
738,52,18,13,0.23076923076923078,0.15384615384615385,0.09615384615384616,0.4444444444444444,0.38461538461538464,STL,52,105
739,52,21,18,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.19047619047619047,0.1111111111111111,STL,52,21
740,52,21,28,0.15384615384615385,0.07692307692307693,0.17307692307692307,0.19047619047619047,0.32142857142857145,STL,52,10.5
741,52,22,20,0.2692307692307692,0.15384615384615385,0.1346153846153846,0.36363636363636365,0.35,STL,52,17
743,52,14,17,0.25,0.1346153846153846,0.11538461538461539,0.5,0.35294117647058826,STL,52,132
744,52,10,13,0.2692307692307692,0.1346153846153846,0.1346153846153846,0.7,0.5384615384615384,STL,52,174.5
745,52,11,12,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.7272727272727273,0.6666666666666666,STL,52,228.5
746,52,7,10,0.40384615384615385,0.09615384615384616,0.1346153846153846,0.7142857142857143,0.7,STL,52,213.5
747,52,12,14,0.2692307692307692,0.1346153846153846,0.11538461538461539,0.5833333333333334,0.42857142857142855,STL,52,103.5
748,52,16,15,0.36538461538461536,0.21153846153846154,0.17307692307692307,0.6875,0.6,STL,52,152.5
749,52,13,13,0.28846153846153844,0.11538461538461539,0.09615384615384616,0.46153846153846156,0.38461538461538464,STL,52,197
750,52,15,18,0.19230769230769232,0.1346153846153846,0.15384615384615385,0.4666666666666667,0.4444444444444444,STL,52,147.5
751,52,12,14,0.38461538461538464,0.1346153846153846,0.19230769230769232,0.5833333333333334,0.7142857142857143,STL,52,188.5
752,52,7,6,0.40384615384615385,0.057692307692307696,0.019230769230769232,0.42857142857142855,0.16666666666666666,STL,52,400.5
753,52,13,14,0.21153846153846154,0.07692307692307693,0.1346153846153846,0.3076923076923077,0.5,STL,52,134.5
754,52,12,17,0.36538461538461536,0.15384615384615385,0.21153846153846154,0.6666666666666666,0.6470588235294118,STL,52,174.5
755,52,11,11,0.3269230769230769,0.1346153846153846,0.15384615384615385,0.6363636363636364,0.7272727272727273,STL,52,227
756,52,16,21,0.28846153846153844,0.057692307692307696,0.1346153846153846,0.1875,0.3333333333333333,STL,52,27
758,52,21,22,0.15384615384615385,0.1346153846153846,0.07692307692307693,0.3333333333333333,0.18181818181818182,STL,52,34
759,51,24,22,0.23529411764705882,0.11764705882352941,0.0784313725490196,0.25,0.18181818181818182,STL,52,6
760,52,20,25,0.17307692307692307,0.09615384615384616,0.1346153846153846,0.25,0.28,STL,52,22.5
761,52,23,24,0.17307692307692307,0.057692307692307696,0.15384615384615385,0.13043478260869565,0.3333333333333333,STL,52,12
762,52,26,19,0.28846153846153844,0.19230769230769232,0.1346153846153846,0.38461538461538464,0.3684210526315789,STL,52,19
763,52,16,20,0.21153846153846154,0.11538461538461539,0.19230769230769232,0.375,0.5,STL,52,52
